image_path,category,price,available
data\products\watch_35_1771054469208.jpg,watch,5000,True
data\products\watch_36_1771054469328.jpg,watch,5250,True
data\products\watch_37_1771054469616.jpg,watch,500,False
data\products\watch_38_1771054470020.jpg,watch,750,True
data\products\watch_39_1771054470235.jpg,watch,1000,True
data\products\watch_3_1771054462378.jpg,watch,1250,True
data\products\watch_40_1771054470320.jpg,watch,1500,True
data\products\watch_41_1771054470887.jpg,watch,1750,False
data\products\watch_42_1771054471167.jpg,watch,2000,True
data\products\watch_43_1771054471188.jpg,watch,2250,True
data\products\watch_44_1771054471333.jpg,watch,2500,True
data\products\watch_45_1771054471310.jpg,watch,2750,True
data\products\watch_46_1771054471748.jpg,watch,3000,False
data\products\watch_47_1771054472535.jpg,watch,3250,True
data\products\watch_48_1771054472096.jpg,watch,3500,True
data\products\watch_49_1771054472153.jpg,watch,3750,True
data\products\watch_4_1771054461807.jpg,watch,4000,True
data\products\watch_5_1771054462067.jpg,watch,4250,False
data\products\watch_6_1771054462586.jpg,watch,4500,True
data\products\watch_7_1771054463303.jpg,watch,4750,True
data\products\watch_8_1771054462840.jpg,watch,5000,True
data\products\watch_9_1771054463341.jpg,watch,5250,True
